index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology,batch
120735,positive,4,1,1,1,1,1,1,1,5
120750,positive,4,1,1,1,1,1,1,1,5
120762,positive,5,1,1,1,1,1,1,1,5
120781,positive,4,0,0,1,1,1,1,1,5
120795,positive,5,0,0,0,0,0,0,0,5
120808,negative,1,0,0,0,0,1,0,0,5
120832,positive,5,1,0,1,1,0,0,0,5
120836,positive,4.7,1,1,0,1,0,0,1,5
120863,negative,1,0,0,0,0,0,0,0,5
120868,positive,4,1,1,1,1,1,0,1,5
120906,positive,4,1,0,1,1,0,0,0,5
120970,positive,4,1,0,1,1,1,1,1,5
120979,positive,5,1,0,0,0,0,0,0,5
121017,positive,5,1,0,1,1,1,1,0,5
121100,negative,1,1,0,0,0,0,0,0,5
121119,positive,4.5,0,0,1,1,1,1,0,5
121126,negative,2,0,0,1,0,1,1,0,5
121196,positive,5,1,1,1,1,1,0,1,5
121209,positive,5,1,1,1,1,1,0,0,5
121252,negative,1,0,0,0,0,0,0,0,5
121268,negative,2,1,1,1,0,1,0,1,5
121297,positive,5,1,0,1,1,1,1,1,5
121326,negative,1,0,0,0,0,0,0,0,5
121330,positive,5,1,1,1,1,0,1,0,5
121364,positive,5,1,0,1,1,1,1,1,5
121385,positive,5,1,1,1,1,1,1,0,5
121414,neutral,3,1,1,1,0,1,0,1,5
121438,positive,4,1,0,1,1,0,1,0,5
121465,positive,5,0,0,1,0,0,0,1,5
121476,positive,5,1,0,1,1,1,1,1,5
121483,negative,1,1,0,0,0,0,0,0,5
121496,positive,5,1,1,0,1,1,0,0,5
121504,positive,4,0,0,1,1,0,0,0,5
121536,positive,4,1,1,1,0,0,1,0,5
121537,positive,4,1,1,1,1,0,0,0,5
121550,negative,1,0,0,0,0,0,1,0,5
121693,positive,5,0,0,1,1,0,0,0,5
121707,positive,5,0,1,1,0,0,0,0,5
121859,negative,1,1,0,0,0,0,1,0,5
121868,neutral,3,1,0,1,1,0,0,0,5
121896,negative,1,1,0,1,0,0,0,1,5
121911,positive,4,1,0,0,0,0,0,0,5
121944,negative,1,1,0,0,0,0,0,0,5
122019,positive,5,0,0,1,1,1,0,1,5
122062,negative,1,1,0,1,0,0,0,0,5
122085,neutral,3,0,1,1,0,0,0,1,5
122092,neutral,3,0,0,1,0,0,0,0,5
122141,positive,4,1,0,1,0,1,0,1,5
122161,positive,5,1,0,1,0,0,1,0,5
122165,positive,5,1,0,1,1,1,1,0,5
122172,positive,5,1,0,1,1,1,1,0,5
122187,positive,4,0,0,1,0,1,1,0,5
122188,positive,5,0,0,1,1,0,0,0,5
122236,positive,5,1,0,1,1,0,1,0,5
122265,negative,1,1,0,0,0,0,0,1,5
122276,positive,4,1,0,1,1,1,1,0,5
122294,positive,5,1,1,1,1,1,1,1,5
122328,positive,5,0,0,1,1,1,0,1,5
122369,positive,5,0,1,1,0,1,1,1,5
122387,positive,5,0,0,1,1,1,1,1,5
122410,positive,4,1,1,1,1,1,1,1,5
122427,positive,5,1,0,1,0,0,1,0,5
122443,positive,5,0,0,1,1,1,1,1,5
122446,positive,4,0,0,1,0,0,1,0,5
122459,positive,5,0,0,1,1,0,0,0,5
122463,negative,2,0,0,0,0,0,1,0,5
122467,negative,1,0,0,0,0,1,1,0,5
122506,positive,5,1,0,1,1,1,0,1,5
122520,positive,5,1,0,1,1,0,1,0,5
122527,positive,4,1,0,1,0,0,1,1,5
122538,negative,1,1,0,0,0,0,0,0,5
122573,positive,4,0,1,1,0,0,1,0,5
122611,positive,4,1,1,1,1,1,1,1,5
122618,positive,4,1,0,1,1,1,1,1,5
122636,positive,4,1,0,0,1,1,0,1,5
122676,positive,4,1,1,1,1,1,1,0,5
122692,negative,1,1,0,1,0,0,0,0,5
122696,positive,4,0,0,1,0,0,0,0,5
122768,positive,5,1,0,1,1,0,0,0,5
122785,positive,4,0,0,1,0,0,0,0,5
122798,positive,5,0,0,0,0,0,0,0,5
122802,positive,5,0,0,1,0,0,0,0,5
122811,positive,4,1,0,1,1,1,1,0,5
122853,negative,2,1,0,0,0,0,0,0,5
122869,positive,4,0,0,1,1,1,0,0,5
122890,positive,4,0,0,1,0,0,1,0,5
122915,positive,5,0,0,0,0,0,1,0,5
123015,positive,4,1,0,1,0,1,1,0,5
123044,positive,5,0,0,1,0,1,0,0,5
123051,positive,5,1,1,1,1,1,1,0,5
123070,negative,1,1,0,0,0,0,0,0,5
123140,positive,4,1,0,0,0,0,1,0,5
123147,positive,4,1,0,0,0,0,1,0,5
123157,negative,1,1,0,0,1,0,1,0,5
123172,positive,4,1,0,1,1,0,1,0,5
123198,negative,1,0,0,1,0,1,1,1,5
123213,negative,1,0,0,0,0,0,0,0,5
123275,positive,5,1,0,0,0,0,1,0,5
123309,positive,5,1,0,1,0,0,1,0,5
123370,positive,4,1,1,1,1,1,1,1,5
123418,positive,4,1,1,1,1,1,1,1,5
123423,positive,4,1,0,0,0,0,0,0,5
123436,negative,1,1,0,0,0,0,0,0,5
123502,positive,4,1,1,1,1,1,0,1,5
123522,positive,5,1,1,1,1,1,1,1,5
123547,positive,5,1,0,1,0,0,0,0,5
123586,positive,5,1,1,1,1,0,1,1,5
123622,negative,1,1,1,0,0,0,0,1,5
123647,neutral,3,0,0,1,1,1,0,0,5
123667,neutral,3,0,1,1,1,0,0,0,5
123731,positive,4,1,1,1,1,0,0,0,5
123781,negative,2,0,1,1,1,0,1,1,5
123791,negative,1,0,0,0,1,0,0,0,5
123810,positive,4,1,1,0,0,0,0,0,5
123865,positive,4,0,1,1,0,0,1,0,5
123866,positive,4,1,0,0,0,0,1,0,5
123867,positive,4,1,1,1,0,0,1,0,5
123908,negative,2,0,0,0,0,1,1,0,5
123946,neutral,3,0,1,1,0,0,1,0,5
123947,negative,1,0,0,0,1,0,0,0,5
123949,negative,1,0,0,0,1,0,0,0,5
123985,positive,4.5,1,1,1,1,1,1,0,5
123992,positive,5,0,0,0,0,0,0,0,5
124015,positive,4,1,0,1,0,0,1,0,5
124043,positive,5,1,0,1,0,0,0,0,5
124057,positive,4,1,0,1,0,1,1,1,5
124108,neutral,3,0,0,0,0,0,1,0,5
124192,positive,4,1,1,1,1,1,1,1,5
124258,negative,1,0,0,0,0,0,0,0,5
124287,negative,1,0,0,0,0,0,0,0,5
124315,positive,4,0,0,1,0,1,0,0,5
124325,positive,4,1,1,1,1,1,1,0,5
124386,positive,5,1,0,1,0,0,0,0,5
124393,positive,4,0,1,1,1,0,1,0,5
124418,positive,4,1,1,1,1,0,1,0,5
124466,negative,2,1,0,1,0,1,1,1,5
124469,positive,4,0,0,1,0,0,1,0,5
124499,positive,5,0,0,1,1,1,1,1,5
124523,positive,4,0,0,1,1,1,1,0,5
124528,positive,5,1,0,1,0,0,0,0,5
124557,positive,5,0,0,0,0,0,0,0,5
124564,negative,1,1,0,0,0,0,0,0,5
124583,negative,1,0,0,1,0,1,0,0,5
124667,neutral,3,0,1,1,1,1,1,0,5
124684,positive,4,1,1,1,1,0,1,0,5
124728,positive,4,1,1,1,0,0,0,0,5
124780,positive,4,0,0,0,0,0,1,0,5
124827,negative,1,1,0,0,0,1,1,1,5
124828,positive,4,1,1,1,0,1,1,0,5
124853,positive,4,0,1,0,0,0,1,0,5
124887,positive,5,0,1,1,1,1,0,0,5
124888,negative,1,1,0,0,0,0,0,0,5
124925,negative,1,0,0,0,0,0,0,0,5
124933,positive,5,0,0,1,1,1,0,0,5
124969,positive,5,0,0,0,0,0,1,0,5
124971,positive,5,0,0,1,0,0,1,0,5
124990,positive,5,1,1,0,1,0,1,0,5
125072,neutral,3,1,0,1,0,1,1,0,5
125090,positive,5,1,0,0,0,0,1,0,5
125126,neutral,3,1,1,1,1,1,1,0,5
125158,positive,4,1,0,1,1,0,1,0,5
125183,negative,1,1,0,1,0,0,0,0,5
125195,positive,4,1,1,1,1,1,0,0,5
125203,positive,4,1,0,1,0,0,1,0,5
125220,positive,4,0,0,1,0,0,1,0,5
125233,negative,1,0,0,0,0,0,0,0,5
125245,neutral,3,1,1,1,1,0,1,0,5
125267,neutral,3,0,0,0,0,1,0,0,5
125297,positive,4,0,1,1,1,0,0,0,5
125299,positive,4,1,0,0,0,0,0,0,5
125314,positive,5,1,1,1,1,0,0,0,5
125333,positive,5,0,1,1,1,0,0,0,5
125345,positive,5,0,1,1,1,1,1,1,5
125403,positive,4,0,1,1,1,0,1,0,5
125434,neutral,3,0,0,0,0,1,1,0,5
125459,positive,4,1,1,1,0,0,0,0,5
125471,positive,5,1,1,1,1,1,1,0,5
125506,positive,4,1,0,0,0,0,0,0,5
125552,positive,5,1,0,0,0,0,0,0,5
125647,positive,5,0,1,0,1,1,0,1,5
125730,positive,5,1,1,0,1,0,0,0,5
125747,negative,2,1,0,0,0,1,1,0,5
125749,negative,1,1,0,0,0,0,0,0,5
125787,positive,4,0,0,0,0,0,0,0,5
125811,positive,4,0,0,1,1,0,1,0,5
125832,negative,1,0,1,0,0,0,0,0,5
125843,positive,5,1,1,1,1,0,0,0,5
125861,positive,4,1,1,1,1,1,1,0,5
125882,positive,5,0,1,0,1,1,1,1,5
125959,negative,1,1,0,0,0,0,1,0,5
125996,negative,1,1,0,0,0,0,1,0,5
126001,positive,5,1,1,0,1,1,0,0,5
126088,neutral,3,1,1,1,1,0,1,0,5
126093,positive,4,1,0,0,0,0,0,0,5
126191,positive,5,0,0,1,1,0,0,0,5
126195,positive,5,0,0,1,0,0,1,0,5
126233,neutral,3,0,0,0,0,0,0,1,5
126261,positive,5,0,0,1,0,0,1,0,5
126263,positive,4,1,0,1,1,1,0,0,5
126270,positive,4,1,1,1,1,1,1,1,5
126289,positive,5,0,0,1,1,1,1,1,5
126318,positive,4,1,1,1,1,1,1,1,5
126374,positive,5,1,1,1,1,1,1,1,5
126496,negative,1,1,0,0,0,0,0,0,5
126560,positive,5,1,0,1,1,1,1,0,5
126648,negative,1,0,0,1,0,0,1,0,5
126676,neutral,3,0,0,1,1,1,1,0,5
126687,positive,5,1,1,1,1,1,1,1,5
126695,negative,1,1,0,0,0,0,0,0,5
126764,positive,4,0,1,1,1,1,1,0,5
126792,positive,5,1,1,1,1,1,1,1,5
126817,positive,5,1,1,1,1,1,1,1,5
126877,positive,5,1,1,1,1,0,1,0,5
126884,positive,5,1,1,1,1,0,0,0,5
126915,positive,4,1,1,1,1,1,1,0,5
126930,positive,5,1,1,1,1,0,1,0,5
126961,neutral,3,0,1,1,1,1,0,0,5
126986,positive,5,1,1,1,1,0,0,0,5
127010,negative,1,1,0,0,1,1,0,0,5
127079,positive,5,0,1,0,0,0,0,0,5
127112,positive,4,1,1,1,1,0,0,0,5
127133,negative,2,0,1,1,1,1,0,0,5
127161,negative,2,1,1,1,1,0,0,0,5
127181,positive,4,1,1,1,1,0,1,0,5
127204,positive,4,0,1,1,0,0,0,0,5
127225,neutral,3,0,0,1,0,0,0,0,5
127230,negative,1,1,0,0,0,1,0,0,5
127256,positive,5,0,1,1,1,1,1,0,5
127285,negative,2,1,1,1,1,1,0,0,5
127356,positive,4.5,1,1,1,1,1,0,1,5
127371,positive,4,1,1,1,1,0,1,0,5
127388,positive,4,0,0,1,1,0,0,0,5
127407,positive,5,0,1,1,1,1,0,1,5
127435,positive,5,0,1,0,1,1,1,1,5
127474,positive,4,1,0,0,0,0,0,0,5
127480,positive,4,1,1,0,0,0,1,0,5
127530,negative,2,1,0,1,0,0,1,0,5
127541,neutral,3,1,1,1,1,1,1,1,5
127547,positive,4,0,0,1,0,0,0,0,5
127550,positive,5,0,0,1,1,1,0,1,5
127552,positive,4,1,1,0,0,1,0,0,5
127601,positive,4,0,1,1,0,0,1,0,5
127608,positive,5,0,1,1,1,1,1,1,5
127612,positive,5,1,0,0,0,0,1,0,5
127730,positive,5,0,0,0,0,0,1,1,5
127781,negative,1,1,0,1,0,0,0,0,5
127854,negative,1,1,0,1,0,0,0,0,5
127876,negative,1,1,0,0,0,0,0,1,5
127902,positive,5,0,1,1,0,0,1,0,5
127940,positive,4,1,0,1,0,0,1,0,5
127954,positive,4,1,0,0,0,1,0,0,5
127975,positive,4,1,1,1,1,0,1,0,5
128023,neutral,3,1,0,1,0,1,1,0,5
128045,positive,4,1,0,0,0,0,0,0,5
128071,positive,4,1,0,0,0,0,0,0,5
128098,positive,4,1,0,1,0,0,0,0,5
128127,positive,4,0,0,1,1,1,1,1,5
128131,positive,4,1,0,1,1,1,0,0,5
128140,positive,4,0,0,0,0,0,0,0,5
128209,neutral,3.5,1,0,1,0,0,1,0,5
128291,positive,4,1,0,1,1,1,0,0,5
128305,positive,5,1,0,0,0,0,1,0,5
128388,negative,1,1,0,1,0,0,0,0,5
128462,neutral,3,1,0,0,0,0,1,0,5
128537,positive,4,1,0,1,0,0,1,0,5
128555,positive,4,1,1,1,1,1,0,1,5
128569,positive,4,1,1,1,0,1,0,1,5
128579,positive,5,1,0,0,0,1,0,1,5
128593,positive,4,1,0,0,0,1,1,0,5
128654,positive,5,1,0,0,0,0,1,0,5
128751,negative,1,1,0,0,0,0,0,0,5
128822,negative,1,1,0,0,0,0,0,0,5
128853,positive,5,1,0,1,1,0,0,0,5
128866,positive,4,1,1,1,0,0,1,0,5
128936,positive,4,1,1,1,1,1,1,0,5
128961,neutral,3,1,1,0,1,1,0,0,5
128965,positive,5,0,1,0,0,0,0,0,5
128976,positive,4,1,1,0,1,1,0,0,5
129005,negative,2,1,1,0,1,1,1,0,5
129012,neutral,3,1,1,1,1,1,1,0,5
129092,negative,1,0,0,0,0,0,0,1,5
129119,positive,4,1,1,1,1,1,0,1,5
129125,positive,4,1,1,1,1,1,1,1,5
129184,positive,5,1,1,1,1,1,1,0,5
129260,positive,5,1,1,1,1,1,0,0,5
129280,neutral,3,1,0,0,0,0,0,0,5
129311,positive,4,1,1,1,0,1,1,0,5
129346,positive,4,1,1,1,1,1,1,0,5
129402,positive,4,1,1,1,1,0,0,0,5
129423,negative,2,0,0,0,0,0,0,0,5
129481,positive,5,0,1,1,1,1,1,0,5
129494,neutral,3,0,1,1,1,1,1,0,5
129530,positive,5,0,0,0,0,0,0,0,5
129535,positive,4,1,1,1,0,0,1,0,5
129550,negative,1,0,1,1,0,0,1,0,5
129564,negative,2,0,0,0,0,0,1,0,5
129583,positive,4,1,1,1,1,0,1,0,5
129711,positive,4,1,1,1,1,0,1,0,5
129744,positive,5,1,0,0,0,0,0,0,5
129800,positive,5,1,1,1,0,0,1,0,5
129851,negative,1,1,0,0,1,0,0,0,5
129970,negative,1,1,1,1,1,1,1,1,5
129999,negative,1,1,0,0,0,0,0,0,5
130018,negative,2,1,1,0,1,1,0,1,5
130042,positive,4,0,1,0,1,1,0,0,5
130067,negative,1,1,0,1,0,1,0,0,5
130141,negative,2,1,1,1,1,1,0,1,5
130192,negative,2,1,0,0,1,0,0,0,5
130216,negative,1,1,0,0,0,0,0,0,5
130217,negative,1,1,0,0,0,0,0,0,5
130220,positive,5,1,1,1,1,0,0,0,5
130225,negative,1,1,0,0,0,0,0,0,5
130236,negative,1,1,0,0,0,0,0,0,5
130237,negative,1,1,1,0,1,0,0,1,5
130255,positive,4,0,1,1,0,0,1,0,5
130317,positive,5,1,0,0,1,0,1,0,5
130330,positive,4,1,1,0,0,0,1,0,5
130354,negative,2,1,1,1,1,1,0,0,5
130366,positive,5,1,0,1,0,1,0,0,5
130401,negative,1,0,0,0,0,1,0,0,5
130424,neutral,3,0,1,1,1,1,0,1,5
130486,positive,5,1,1,1,1,1,1,1,5
130487,positive,5,0,0,0,0,0,0,0,5
130502,positive,5,1,0,1,1,0,0,0,5
130613,negative,1,1,0,0,0,0,0,0,5
130669,negative,1,1,0,1,0,0,0,0,5
130674,positive,4,1,1,1,1,0,1,0,5
130680,positive,5,1,0,1,1,1,0,0,5
130703,positive,5,0,0,1,1,0,0,0,5
130730,positive,5,0,0,1,1,1,1,1,5
130763,negative,1,1,0,0,0,0,0,0,5
130806,positive,5,1,0,0,0,0,0,0,5
130833,positive,5,0,1,1,1,0,0,1,5
130859,positive,5,0,1,1,1,1,1,1,5
130896,negative,2,0,0,1,0,1,1,1,5
130902,negative,1,0,0,0,0,1,0,1,5
130973,positive,4,0,1,0,1,1,0,0,5
130988,positive,4,0,1,0,1,0,1,0,5
131029,positive,5,1,0,0,1,0,1,0,5
131031,negative,1,1,0,0,0,0,0,0,5
131055,neutral,3,1,0,1,1,1,0,0,5
131062,positive,5,0,1,1,1,1,0,0,5
131135,negative,2,1,0,0,0,0,0,0,5
131156,positive,5,0,0,1,1,0,0,0,5
131184,negative,1,1,0,0,0,0,0,0,5
131219,positive,4,0,0,1,1,0,1,0,5
131231,positive,5,1,1,1,1,0,1,0,5
131264,positive,5,0,0,0,0,0,0,0,5
131329,negative,2,1,0,1,0,0,0,1,5
131379,positive,4,0,1,1,1,1,1,0,5
131422,positive,4,0,1,0,1,0,0,0,5
131498,negative,1,1,0,0,0,0,0,1,5
131575,positive,4,0,0,1,1,1,0,1,5
131590,positive,5,1,0,0,0,0,1,0,5
131597,positive,4,0,0,1,0,0,1,0,5
131600,positive,5,1,0,1,0,0,1,0,5
131622,positive,4,0,0,0,0,0,0,0,5
131666,positive,4,0,0,1,1,1,0,0,5
131707,positive,5,1,0,1,1,1,0,0,5
131744,positive,5,1,0,1,1,1,0,0,5
131780,negative,1,1,0,0,1,1,0,0,5
131840,negative,1,1,0,1,0,0,0,0,5
132027,negative,1,1,0,0,0,0,0,0,5
132083,positive,5,1,0,1,1,1,1,0,5
132184,negative,1,1,0,0,0,0,0,0,5
132217,positive,4,0,0,0,1,0,0,0,5
132238,positive,5,0,1,1,1,1,0,0,5
132268,negative,2,1,0,1,0,0,0,0,5
132322,negative,1,0,0,0,0,1,0,0,5
132360,positive,4,1,0,0,0,1,0,0,5
132367,negative,1,0,0,0,0,0,0,0,5
132392,positive,4,1,0,0,1,1,1,1,5
132426,positive,5,1,0,0,1,0,1,0,5
132432,positive,5,1,0,1,0,0,1,0,5
132448,positive,4,1,1,1,1,1,1,0,5
132493,negative,1,1,0,1,0,0,0,0,5
132616,positive,4,0,0,0,1,0,0,0,5
132670,neutral,3,0,0,0,1,0,0,0,5
132683,positive,5,0,0,1,0,0,0,0,5
132685,positive,5,0,1,1,0,0,0,0,5
132727,negative,1,1,0,0,0,0,1,0,5
132741,positive,4,0,0,0,0,0,0,0,5
132772,positive,4,0,0,0,1,0,1,0,5
132819,negative,1,1,0,0,0,0,0,0,5
132853,neutral,3,1,0,0,0,0,0,0,5
132891,positive,4,0,0,0,0,0,0,0,5
132918,negative,1,1,0,0,0,0,0,0,5
132931,negative,1,0,0,0,0,0,0,0,5
132975,positive,4,0,1,1,0,1,0,0,5
132978,positive,5,1,0,1,0,0,0,0,5
133004,negative,1,1,0,0,0,0,0,0,5
133006,neutral,3,0,1,1,0,0,1,0,5
133043,negative,1,1,0,0,0,0,0,0,5
133078,positive,4,0,0,0,0,0,0,0,5
133098,positive,5,0,0,0,1,0,0,0,5
133130,neutral,3,1,0,0,0,0,0,0,5
133151,positive,4.5,1,0,1,0,0,0,0,5
133201,positive,5,1,0,1,0,0,1,0,5
133203,positive,5,1,0,0,0,0,1,0,5
133204,negative,1,0,0,0,0,0,1,0,5
133205,positive,4,1,0,0,0,1,1,0,5
133220,neutral,3,1,0,1,0,0,1,0,5
133238,positive,5,1,0,0,0,1,1,0,5
133241,positive,4,1,0,0,1,0,0,0,5
133248,positive,5,1,0,0,0,1,1,0,5
133251,positive,4,1,0,1,0,0,1,0,5
133263,positive,4,1,0,1,0,0,1,0,5
133275,negative,1,0,0,1,0,1,0,0,5
133305,negative,2,1,0,0,0,0,1,0,5
133365,positive,5,1,0,0,1,1,1,0,5
133410,negative,1,0,0,0,0,0,0,0,5
133433,positive,5,1,1,1,1,1,1,1,5
133467,negative,1,0,1,1,0,0,0,1,5
133474,positive,5,1,1,1,1,1,1,1,5
133566,negative,1,1,0,1,0,1,0,0,5
133626,positive,4,0,0,1,0,0,1,0,5
133670,positive,5,1,1,0,1,1,0,0,5
133690,positive,4,0,1,0,1,1,1,1,5
133703,positive,4,1,0,1,1,1,0,1,5
133715,negative,1,1,0,0,0,0,0,0,5
133732,positive,4,0,1,1,1,1,0,0,5
133802,negative,1,1,0,0,0,0,0,0,5
133850,positive,5,0,1,1,1,1,1,0,5
133870,negative,1,1,0,0,0,1,0,0,5
133895,negative,1,1,0,0,0,1,0,0,5
133959,positive,4,0,0,0,0,0,0,0,5
134016,positive,4,0,0,0,1,0,0,0,5
134041,negative,1,1,0,1,1,0,0,0,5
134091,negative,1,1,0,0,0,0,0,0,5
134108,positive,4,1,0,0,1,0,0,0,5
134152,positive,5,1,0,1,1,0,0,0,5
134195,positive,5,0,0,1,0,0,0,0,5
134206,positive,5,0,0,0,0,0,0,0,5
134211,positive,4,0,1,1,0,1,1,0,5
134299,positive,5,1,1,1,1,1,0,0,5
134360,positive,5,0,1,1,0,1,1,0,5
134379,positive,5,1,0,1,0,0,1,0,5
134453,negative,1,0,0,0,0,0,0,0,5
134470,negative,1,1,0,0,1,0,0,0,5
134544,positive,5,0,1,0,0,1,0,1,5
134563,positive,4,0,0,0,0,0,0,0,5
134579,positive,5,0,0,0,0,1,0,1,5
134607,negative,1,1,0,0,0,0,0,0,5
134618,neutral,3,1,0,0,0,0,0,0,5
134624,negative,1,1,1,0,1,0,1,0,5
134662,positive,5,0,1,0,1,1,0,1,5
134669,positive,4,0,1,1,1,1,0,1,5
134687,positive,5,1,0,0,1,0,0,0,5
134694,positive,5,1,1,1,1,1,0,0,5
134706,negative,1,1,0,0,0,0,0,0,5
134823,positive,4,0,1,1,0,1,0,1,5
134839,negative,1,1,0,1,1,0,1,0,5
134885,positive,5,0,0,0,0,0,0,0,5
134887,positive,5,1,0,0,0,0,1,0,5
134897,positive,5,0,0,1,1,1,1,0,5
134957,positive,5,1,0,1,1,0,1,0,5
134983,negative,1,1,0,0,0,0,0,0,5
135007,positive,5,0,0,1,1,1,1,0,5
135052,positive,4,1,1,1,1,0,0,0,5
135076,positive,5,0,0,0,1,0,1,0,5
135123,positive,5,1,0,1,1,1,1,0,5
135198,positive,4,1,0,1,1,0,0,0,5
135229,negative,1,1,0,1,0,0,0,0,5
135240,positive,4,1,0,0,1,0,1,0,5
135250,positive,5,1,0,1,1,0,0,0,5
135320,negative,1,1,0,0,0,0,0,0,5
135323,positive,5,0,0,1,1,1,0,0,5
135341,negative,1,1,0,0,0,0,0,0,5
135459,positive,5,0,0,1,1,0,0,0,5
135476,negative,1,1,0,0,1,0,0,0,5
135489,positive,5,1,0,1,1,0,1,0,5
135501,positive,5,1,0,1,1,1,1,1,5
135590,positive,4,1,0,1,1,0,0,1,5
135591,positive,4,1,0,1,1,1,0,0,5
135714,positive,5,0,0,1,0,0,0,0,5
135742,negative,1,1,0,0,0,1,0,0,5
135806,positive,5,0,0,0,0,0,0,0,5
135868,positive,4,1,0,1,1,1,0,1,5
135887,positive,5,1,0,1,1,1,1,0,5
135948,positive,5,1,1,1,1,1,1,0,5
135969,positive,5,1,1,0,1,1,1,0,5
135989,neutral,3,1,1,0,1,1,0,0,5
136021,neutral,3,1,0,0,0,0,0,0,5
136066,positive,5,0,0,0,0,0,0,0,5
136098,positive,5,1,1,1,1,1,0,1,5
136105,neutral,3,0,1,0,0,0,0,1,5
136168,negative,1,0,1,0,0,1,0,0,5
136176,negative,1,0,0,1,0,0,0,0,5
136202,positive,4,1,1,0,1,1,1,0,5
136206,positive,5,1,1,1,1,1,0,1,5
136300,negative,1,1,0,0,0,0,0,0,5
136318,positive,4,1,1,1,1,1,0,0,5
136336,positive,5,0,1,0,0,0,0,0,5
136344,positive,4,1,1,1,1,1,0,1,5
136350,positive,4,1,0,1,1,1,0,1,5
136382,positive,5,0,0,0,0,1,0,1,5
136395,negative,1,0,1,0,1,1,0,0,5
136429,positive,4,1,0,0,1,0,0,0,5
136464,positive,5,1,1,1,1,1,1,0,5
136493,positive,5,1,1,1,1,1,1,1,5
136494,positive,5,0,1,0,1,0,0,0,5
136506,positive,5,1,1,1,1,1,1,0,5
136507,negative,1,0,0,0,0,0,0,1,5
136550,negative,2,1,1,1,0,0,1,0,5
136569,positive,4,1,1,1,1,1,1,1,5
136597,negative,1,0,0,1,1,0,0,0,5
136617,positive,5,1,0,0,0,0,0,0,5
136633,negative,1,1,0,0,0,0,1,0,5
136657,negative,2,1,1,0,1,1,1,0,5
136662,negative,1,0,0,0,0,1,0,0,5
136668,negative,1,1,0,0,0,0,0,0,5
136690,negative,1,1,0,1,0,0,0,0,5
136704,positive,5,1,1,0,1,0,0,0,5
136716,positive,4,1,1,1,1,1,0,0,5
136732,negative,1,1,0,0,0,1,0,1,5
136734,negative,1,1,0,0,0,0,0,1,5
136756,negative,1,1,0,0,0,0,0,0,5
136776,positive,4,1,1,0,1,1,0,1,5
136777,positive,5,1,0,0,1,0,0,0,5
136794,negative,1,1,0,0,0,0,0,0,5
136803,positive,5,1,1,1,1,1,0,0,5
136813,positive,5,1,0,1,1,0,0,0,5
136832,negative,1,0,0,0,0,0,0,0,5
136833,positive,5,0,1,1,1,1,0,0,5
136853,negative,1,1,0,0,0,0,0,0,5
136868,negative,1,1,0,0,0,0,0,1,5
137054,positive,5,1,0,0,1,0,0,0,5
137062,negative,1,1,0,1,0,0,0,0,5
137104,negative,1,1,0,1,0,0,1,0,5
137124,negative,1,0,0,0,0,1,1,0,5
137126,negative,2,0,0,1,0,0,1,0,5
137128,positive,4,1,0,0,1,0,0,0,5
137134,positive,4,0,1,1,0,1,1,1,5
137145,positive,5,0,0,1,1,0,0,0,5
137148,positive,5,0,1,1,1,1,1,0,5
137187,positive,4,0,1,1,0,1,1,0,5
137222,positive,4,0,1,0,0,0,1,0,5
137251,negative,1,1,0,1,0,0,0,0,5
137266,positive,4,1,0,1,0,0,0,0,5
137279,negative,1,1,0,0,0,0,0,0,5
137291,negative,1,1,1,0,0,0,1,0,5
137314,negative,1,1,0,1,0,0,1,1,5
137359,negative,1,1,0,0,0,0,0,0,5
137370,negative,1,1,0,0,0,0,0,0,5
137435,positive,4,0,1,0,1,1,0,0,5
137438,neutral,3,0,1,1,0,0,1,0,5
137473,negative,1,1,0,1,0,0,0,1,5
137482,negative,1,1,0,0,0,0,1,0,5
137484,positive,5,1,0,1,1,0,1,0,5
137512,positive,5,0,0,1,0,0,0,0,5
137517,neutral,3,0,0,1,0,1,0,1,5
137518,positive,4,0,0,1,1,0,1,0,5
137519,positive,5,0,0,1,0,0,1,0,5
137612,positive,5,1,1,1,0,0,1,0,5
137660,positive,5,1,0,0,0,0,1,0,5
137670,neutral,3,1,0,0,0,0,1,0,5
137674,negative,1,1,0,0,0,0,1,1,5
137723,positive,4,1,1,0,0,0,1,0,5
137803,positive,5,1,1,0,1,1,0,1,5
137914,positive,4,1,0,1,1,0,0,0,5
137943,negative,1,0,0,0,1,0,0,0,5
137987,negative,1,0,0,0,0,0,0,0,5
138015,positive,4,0,0,1,0,1,0,0,5
138176,positive,4,1,1,1,0,1,0,1,5
138199,positive,5,1,0,0,0,0,0,0,5
138243,positive,5,1,0,1,0,1,0,1,5
138257,positive,4,1,0,1,1,1,0,0,5
138273,negative,1,1,0,1,0,0,0,0,5
138324,positive,5,0,0,1,0,0,0,0,5
138405,positive,4,1,0,1,1,0,0,0,5
138441,negative,1,0,0,0,0,0,0,0,5
138460,positive,4,0,0,0,0,0,0,0,5
138461,positive,5,1,0,1,0,0,1,0,5
138489,positive,4,1,0,1,1,1,1,0,5
138495,positive,4,1,0,1,1,1,1,0,5
138498,negative,1,1,0,1,0,0,1,0,5
138565,positive,4,1,0,1,0,0,0,0,5
138568,positive,4,0,0,1,1,1,0,0,5
138585,positive,4,1,1,1,1,1,0,0,5
